City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
554,cafayate,-26.073,-65.9761,21.37,66,100,2.18,AR,1706325820
555,keren,15.7778,38.4581,14.72,77,98,1.02,ER,1706325820
556,isna,25.2934,32.554,11.05,55,2,2.96,EG,1706325820
557,onega,63.9061,38.1404,-12.33,100,100,1.66,RU,1706325821
558,aromashevo,56.8602,68.6375,-9.49,96,100,2.78,RU,1706325821
559,tambo,-14.8,-73.9167,5.22,91,100,1.53,PE,1706325822
560,gdansk,54.3521,18.6464,4.45,84,75,7.2,PL,1706325663
561,kinston,35.2627,-77.5816,19.16,88,75,1.54,US,1706325602
562,acarau,-2.8856,-40.12,26.9,82,87,5.05,BR,1706325823
563,baracoa,20.3467,-74.4958,23.89,81,22,4.35,CU,1706325823
564,bandar,2.05,99.75,28.63,72,95,1.53,ID,1706325823
565,severo-yeniseyskiy,60.3725,93.0408,-15.32,95,100,2.01,RU,1706325823
566,'ain deheb,34.8422,1.547,10.46,38,0,1.22,DZ,1706325824
567,nuevo casas grandes,30.4167,-107.9167,8.24,49,21,1.95,MX,1706325824
568,monteagudo,-19.8167,-63.9833,22.31,52,99,1.19,BO,1706325824
569,sisimiut,66.9395,-53.6735,-23.53,94,98,4.09,GL,1706325825
570,bagan,54.1001,77.6646,-16.56,94,67,3.79,RU,1706325825
571,nova olimpia,-14.7972,-57.2881,22.72,54,0,1.67,BR,1706325825
572,key west,24.5557,-81.7826,24.44,85,20,4.63,US,1706325719
573,niafunke,15.9322,-3.9906,16.33,23,16,5.11,ML,1706325826
574,antalaha,-14.9003,50.2788,23.91,90,86,1.88,MG,1706325826
575,senirkent,38.1044,30.5486,-0.97,85,16,2.6,TR,1706325826
576,shubarshi,48.5872,57.1869,-10.43,86,100,4.24,KZ,1706325826
577,nova sintra,14.8667,-24.7167,21.54,72,81,1.43,CV,1706325827
578,mount gambier,-37.8333,140.7667,20.66,50,63,5.92,AU,1706325827
579,roma,43.2128,-75.4557,2.27,98,100,2.57,US,1706325827
580,graham,47.0529,-122.2943,9.22,94,100,0.45,US,1706325828
581,carapicuiba,-23.5534,-46.8485,18.78,95,86,3.65,BR,1706325828
582,cannonvale,-20.2833,148.7,30.66,75,100,6.77,AU,1706325828
583,tshabong,-26.05,22.45,25.99,43,91,5.28,BW,1706325828
584,'ain el hadjar,34.7585,0.1453,10.63,32,0,4.38,DZ,1706325829
585,kandahar,31.0,65.75,10.59,75,57,3.31,AF,1706325829
586,subtanjalla,-14.0189,-75.7581,24.05,63,86,0.92,PE,1706325829
587,taulaga,-11.0553,-171.0883,29.79,68,81,4.14,AS,1706325830
588,mantua,45.1667,10.7833,4.49,31,13,1.52,IT,1706325830
589,igarka,67.4667,86.5833,-13.55,93,100,8.17,RU,1706325830
590,payakumbuh,-0.2202,100.6308,25.55,83,69,1.47,ID,1706325830
591,mogadishu,2.0371,45.3438,25.66,85,32,5.18,SO,1706325831
592,sayan,-11.1361,-77.1933,23.66,75,99,1.05,PE,1706325795
